credito;codigo_ciudad;cliente_tipo_identificacion;codigo_ocupacion;descripcion_ocu
211382;11001;1;N;Comerciante
182774;73001;1;O;Contratista
149849;68077;1;;
185641;11001;1;J;Independiente Formal
148908;11001;1;I;Independiente
207752;73168;1;C;Agricultor
212969;73168;1;F;Empleado ER
229573;25335;1;C;Agricultor
207822;11001;1;P;Pensionado
145155;11001;1;E;Empleado
136088;11001;1;;
208311;11001;1;F;Empleado ER
145826;25175;1;I;Independiente
221695;11001;1;K;Independiente Informal
169967;11001;1;R;Rentista de Capital
170684;11001;1;;
197996;11001;1;I;Independiente
124550;11001;1;P;Pensionado
188294;11001;1;;
180518;11001;1;;
223344;73443;1;K;Independiente Informal
147557;25307;1;I;Independiente
125735;73319;1;;
146724;11001;1;P;Pensionado
222517;13001;1;F;Empleado ER
192825;50001;1;I;Independiente
216579;17001;1;N;Comerciante
36563;11001;1;E;Empleado
167638;76001;1;J;Independiente Formal
188805;73352;1;N;Comerciante
177124;11001;1;J;Independiente Formal
188644;25754;1;J;Independiente Formal
237357;11001;1;J;Independiente Formal
159047;73352;1;J;Independiente Formal
197899;73449;1;J;Independiente Formal
202452;73352;1;C;Agricultor
171759;11001;1;;
213303;17867;1;R;Rentista de Capital
183160;11001;1;;
184691;73001;1;K;Independiente Informal
220693;25307;1;P;Pensionado
236693;73411;1;F;Empleado ER
219112;73124;1;N;Comerciante
206707;11001;1;K;Independiente Informal
225698;85440;1;C;Agricultor
196385;50001;1;K;Independiente Informal
194777;25754;1;H;Empleado ENR
227033;11001;1;T;Transportador
194467;73001;1;T;Transportador
165663;11001;1;N;Comerciante
139984;11001;1;;
225836;73001;1;F;Empleado ER
161174;11001;1;I;Independiente
143073;11001;1;E;Empleado
167079;11001;1;I;Independiente
131688;11001;1;E;Empleado
170432;11001;1;H;Empleado ENR
235874;11001;1;H;Empleado ENR
233847;73547;1;T;Transportador
212795;11001;1;N;Comerciante
229837;73001;1;F;Empleado ER
128212;11001;1;;
181443;11001;1;K;Independiente Informal
231365;73001;1;J;Independiente Formal
171630;73671;1;O;Contratista
228922;11001;1;J;Independiente Formal
224156;11001;1;I;Independiente
122351;11001;1;P;Pensionado
213115;25430;1;T;Transportador
210268;11001;1;K;Independiente Informal
236173;11001;1;H;Empleado ENR
226807;11001;1;T;Transportador
124448;11001;1;;
193452;11001;1;I;Independiente
215909;11001;1;J;Independiente Formal
173370;11001;1;A;Ama de casa
171711;73001;1;T;Transportador
232292;11001;1;T;Transportador
223535;11001;1;N;Comerciante
217555;11001;1;K;Independiente Informal
189877;11001;1;I;Independiente
198434;50590;1;K;Independiente Informal
165168;11001;1;I;Independiente
212861;73001;1;T;Transportador
193932;11001;1;I;Independiente
149346;76306;1;I;Independiente
188465;68001;1;T;Transportador
203445;11001;1;R;Rentista de Capital
226840;11001;1;T;Transportador
180222;73124;1;T;Transportador
196915;11001;1;K;Independiente Informal
209259;15600;1;T;Transportador
164652;11001;1;P;Pensionado
235604;25407;1;J;Independiente Formal
179258;25899;1;H;Empleado ENR
222612;11001;1;J;Independiente Formal
146210;11001;1;;
152277;25777;1;;
215278;73268;1;F;Empleado ER
185884;11001;1;E;Empleado
228288;63001;1;J;Independiente Formal
156045;11001;1;E;Empleado
226859;11001;1;J;Independiente Formal
180531;73001;1;P;Pensionado
184525;25899;1;P;Pensionado
172553;50400;1;I;Independiente
155493;11001;1;I;Independiente
180479;73001;1;T;Transportador
49758;11001;1;;
217664;11001;1;F;Empleado ER
221280;11001;1;K;Independiente Informal
207498;11001;1;J;Independiente Formal
69409;11001;1;I;Independiente
182939;11001;1;;
132923;11001;1;I;Independiente
204006;76364;1;J;Independiente Formal
142052;76001;1;E;Empleado
130049;76001;1;I;Independiente
208121;76520;1;T;Transportador
125111;76001;1;E;Empleado
172779;76001;1;F;Empleado ER
195124;76001;1;E;Empleado
159587;76001;1;I;Independiente
213540;76001;1;F;Empleado ER
220657;25754;1;H;Empleado ENR
225671;76147;1;T;Transportador
186840;76001;1;F;Empleado ER
152508;76001;1;E;Empleado
149543;76001;1;E;Empleado
164847;76520;1;E;Empleado
233560;76001;1;J;Independiente Formal
182048;76001;1;E;Empleado
220516;76001;1;N;Comerciante
209767;76001;1;H;Empleado ENR
147720;76001;1;I;Independiente
234253;5001;1;T;Transportador
234276;76001;1;F;Empleado ER
198844;76364;1;F;Empleado ER
148580;76520;1;I;Independiente
180180;76001;1;;
211554;76001;1;F;Empleado ER
233834;76036;1;J;Independiente Formal
158303;76001;1;I;Independiente
201350;76001;1;H;Empleado ENR
187158;76364;1;J;Independiente Formal
168660;54001;1;;
173833;11001;1;E;Empleado
207077;11001;1;H;Empleado ENR
178317;76001;1;T;Transportador
156104;76001;1;I;Independiente
182625;76100;1;C;Agricultor
156582;63001;1;P;Pensionado
157461;76001;1;I;Independiente
120379;76109;1;;
145662;76001;1;I;Independiente
232919;11001;1;K;Independiente Informal
207582;76109;1;K;Independiente Informal
225951;66170;1;F;Empleado ER
170301;76892;1;;
234791;41001;1;P;Pensionado
226197;76001;1;J;Independiente Formal
205344;68001;1;T;Transportador
219398;11001;1;J;Independiente Formal
186022;76130;1;T;Transportador
162292;76892;1;E;Empleado
220359;76001;1;P;Pensionado
155876;76001;1;E;Empleado
196198;76001;1;J;Independiente Formal
112525;76233;1;I;Independiente
223002;76001;1;T;Transportador
216324;76001;1;T;Transportador
163883;76001;1;P;Pensionado
185490;76001;1;T;Transportador
232159;76001;1;J;Independiente Formal
188775;11001;1;T;Transportador
206156;76147;1;N;Comerciante
147406;76001;1;;
186825;50001;1;T;Transportador
135714;76001;1;;
191343;76001;1;;
169137;76275;1;;
147519;76869;1;I;Independiente
171161;76306;1;;
225674;76892;1;T;Transportador
184246;76306;1;F;Empleado ER
209449;76001;1;R;Rentista de Capital
144379;76318;1;;
198839;76001;1;F;Empleado ER
233762;76111;1;F;Empleado ER
124720;47001;1;;
186153;76111;1;O;Contratista
205042;76318;1;T;Transportador
218084;76001;1;K;Independiente Informal
223302;76001;1;T;Transportador
172741;76001;1;T;Transportador
208298;25754;1;O;Contratista
156927;76364;1;F;Empleado ER
121902;50001;1;I;Independiente
206793;76377;1;T;Transportador
175453;76001;1;J;Independiente Formal
176321;76377;1;R;Rentista de Capital
167384;11001;1;I;Independiente
192583;11001;1;J;Independiente Formal
223251;76306;1;N;Comerciante
156528;76001;1;;
206103;76248;1;H;Empleado ENR
180923;73001;1;F;Empleado ER
231730;76520;1;G;Ganadero
157532;76001;1;E;Empleado
184338;76520;1;F;Empleado ER
213945;76520;1;C;Agricultor
162100;25377;1;E;Empleado
152774;76520;1;P;Pensionado
219159;76520;1;J;Independiente Formal
158779;76001;1;P;Pensionado
58201;11001;1;E;Empleado
153771;11001;1;E;Empleado
180234;76563;1;R;Rentista de Capital
183941;5837;1;;
173543;76001;1;T;Transportador
174825;76563;1;J;Independiente Formal
179546;76520;1;;
230622;50568;1;J;Independiente Formal
149646;76563;1;E;Empleado
203914;76520;1;J;Independiente Formal
187282;76248;1;K;Independiente Informal
206090;76563;1;A;Ama de casa
157234;76130;1;E;Empleado
197660;76834;1;R;Rentista de Capital
234298;76001;1;F;Empleado ER
226867;73236;1;G;Ganadero
190009;76001;1;F;Empleado ER
185903;76111;1;G;Ganadero
199182;66682;1;;
210661;76001;1;T;Transportador
171567;11001;1;K;Independiente Informal
178754;76001;1;T;Transportador
235369;76001;1;J;Independiente Formal
147130;11001;1;J;Independiente Formal
186536;76736;1;J;Independiente Formal
174101;11001;1;J;Independiente Formal
212175;76001;1;N;Comerciante
61436;11001;1;I;Independiente
119464;11001;1;;
83451;11001;1;I;Independiente
179264;11001;1;K;Independiente Informal
123897;76001;1;;
235060;76001;1;J;Independiente Formal
215284;41396;1;T;Transportador
197208;11001;1;N;Comerciante
195874;76001;1;P;Pensionado
168136;76001;1;G;Ganadero
219514;11001;1;J;Independiente Formal
167566;76869;1;E;Empleado
58929;25175;1;E;Empleado
237084;17001;1;K;Independiente Informal
204861;11001;1;P;Pensionado
147153;76001;1;;
192256;76001;1;F;Empleado ER
219288;76892;1;T;Transportador
213635;76892;1;T;Transportador
173231;76892;1;F;Empleado ER
229724;76001;1;N;Comerciante
163756;76001;1;I;Independiente
211962;76001;1;J;Independiente Formal
162790;76001;1;I;Independiente
235590;25326;1;J;Independiente Formal
182264;11001;1;H;Empleado ENR
204693;25754;1;J;Independiente Formal
234770;11001;1;F;Empleado ER
199622;11001;1;J;Independiente Formal
204057;81591;1;N;Comerciante
232757;11001;1;T;Transportador
141255;11001;1;;
185474;15696;1;J;Independiente Formal
204393;11001;1;K;Independiente Informal
234411;5088;1;F;Empleado ER
127070;25175;1;;
210570;76520;1;J;Independiente Formal
222213;76520;1;J;Independiente Formal
207461;76520;1;H;Empleado ENR
132003;50001;1;I;Independiente
150950;73001;1;;
210644;66001;1;H;Empleado ENR
139954;50001;1;I;Independiente
191151;13688;1;J;Independiente Formal
209081;50001;1;P;Pensionado
211306;11001;1;P;Pensionado
163472;11001;1;I;Independiente
184220;11001;1;;
206990;11001;1;J;Independiente Formal
214580;54001;1;J;Independiente Formal
215373;54001;1;F;Empleado ER
170572;5001;1;;
158166;11001;1;I;Independiente
212124;11001;1;K;Independiente Informal
44290;11001;1;;
167222;11001;1;;
126997;47001;1;P;Pensionado
184177;15238;1;T;Transportador
192179;13001;1;P;Pensionado
152571;15001;1;I;Independiente
47360;11001;1;E;Empleado
184834;11001;1;I;Independiente
212625;15516;1;F;Empleado ER
103782;11001;1;E;Empleado
212461;11001;1;T;Transportador
183778;11001;1;R;Rentista de Capital
233982;15238;1;T;Transportador
125873;15187;1;;
167882;11001;1;J;Independiente Formal
188770;11001;1;;
217500;15001;1;F;Empleado ER
90604;11001;1;I;Independiente
137687;11001;1;P;Pensionado
193670;50318;1;E;Empleado
236192;15759;1;J;Independiente Formal
203666;15001;1;N;Comerciante
149803;11001;1;;
171325;11001;1;H;Empleado ENR
234057;15001;1;F;Empleado ER
175246;50573;1;T;Transportador
167727;11001;1;I;Independiente
159010;11001;1;;
197763;15763;1;N;Comerciante
50430;11001;1;;
149985;15001;1;I;Independiente
197610;11001;1;J;Independiente Formal
183825;15001;1;;
169602;11001;1;T;Transportador
170008;15763;1;N;Comerciante
187831;5266;1;F;Empleado ER
134728;11001;1;;
203975;15176;1;F;Empleado ER
165546;15001;1;I;Independiente
196874;11001;1;I;Independiente
199277;25260;1;H;Empleado ENR
180906;11001;1;N;Comerciante
205704;25758;1;R;Rentista de Capital
180880;11001;1;;
143952;11001;1;I;Independiente
165115;11001;1;E;Empleado
234717;11001;1;F;Empleado ER
164622;15176;1;I;Independiente
156758;11001;1;A;Ama de casa
25522;11001;1;E;Empleado
236497;15238;1;F;Empleado ER
180355;11001;1;I;Independiente
222378;25175;1;R;Rentista de Capital
232704;15001;1;J;Independiente Formal
161825;15001;1;I;Independiente
203948;25286;1;T;Transportador
131055;15104;1;E;Empleado
214640;15469;1;J;Independiente Formal
136322;11001;1;E;Empleado
190450;85001;1;N;Comerciante
119122;11001;1;I;Independiente
223081;11001;1;K;Independiente Informal
179236;11001;1;I;Independiente
221115;15001;1;J;Independiente Formal
204381;50001;1;P;Pensionado
103903;50001;1;I;Independiente
168638;11001;1;I;Independiente
189981;11001;1;;
207172;73411;1;N;Comerciante
185295;15001;1;;
130986;11001;1;;
195835;25126;1;I;Independiente
199135;11001;1;I;Independiente
145204;68001;1;E;Empleado
208575;11001;1;H;Empleado ENR
173475;11001;1;E;Empleado
235471;25286;1;T;Transportador
211192;15001;1;J;Independiente Formal
227140;11001;1;R;Rentista de Capital
172518;11001;1;I;Independiente
205421;15001;1;F;Empleado ER
235785;50606;1;G;Ganadero
172949;68276;1;F;Empleado ER
191042;68081;1;J;Independiente Formal
70173;11001;1;E;Empleado
201690;50001;1;K;Independiente Informal
209572;18001;1;O;Contratista
221457;41551;1;J;Independiente Formal
209125;11001;1;J;Independiente Formal
194415;25754;1;F;Empleado ER
113756;11001;1;E;Empleado
206901;11001;1;P;Pensionado
200969;11001;1;J;Independiente Formal
165698;8001;1;I;Independiente
207660;11001;1;T;Transportador
155753;11001;1;E;Empleado
178040;11001;1;;
193910;11001;1;E;Empleado
221318;11001;1;J;Independiente Formal
198998;11001;1;N;Comerciante
232455;15244;1;G;Ganadero
133308;85001;1;I;Independiente
220112;25473;1;K;Independiente Informal
142760;11001;1;E;Empleado
235973;15109;1;F;Empleado ER
230730;11001;1;T;Transportador
232309;25899;1;J;Independiente Formal
147929;85162;1;I;Independiente
197804;50110;1;I;Independiente
198493;85440;1;G;Ganadero
152219;50001;1;J;Independiente Formal
151858;85440;1;E;Empleado
184604;85440;1;N;Comerciante
218426;85440;1;T;Transportador
147669;85001;1;E;Empleado
217055;85001;1;O;Contratista
150167;85440;1;T;Transportador
206258;85440;1;F;Empleado ER
189399;85440;1;J;Independiente Formal
179963;85001;1;I;Independiente
165901;85440;1;J;Independiente Formal
174931;85440;1;;
217577;11001;1;J;Independiente Formal
185575;11001;1;P;Pensionado
198168;25488;1;F;Empleado ER
185379;85440;1;C;Agricultor
143937;85440;1;;
162231;11001;1;I;Independiente
178033;11001;1;;
184109;25899;1;J;Independiente Formal
165645;25286;1;T;Transportador
219287;11001;1;K;Independiente Informal
180978;25817;1;J;Independiente Formal
196103;25430;1;N;Comerciante
199352;11001;1;T;Transportador
182353;15001;1;C;Agricultor
187347;11001;1;J;Independiente Formal
210704;11001;1;P;Pensionado
233338;15632;1;T;Transportador
185837;11001;1;;
186820;11001;1;J;Independiente Formal
160428;11001;1;;
147134;25295;1;I;Independiente
232821;15776;1;K;Independiente Informal
205298;11001;1;I;Independiente
206403;76001;1;J;Independiente Formal
185033;15759;1;C;Agricultor
227861;11001;1;N;Comerciante
127780;15759;1;;
235453;11001;1;N;Comerciante
197089;85001;1;T;Transportador
184657;11001;1;;
179375;11001;1;;
187926;15407;1;C;Agricultor
220959;15407;1;J;Independiente Formal
201574;15407;1;C;Agricultor
191531;47001;1;F;Empleado ER
211927;11001;1;H;Empleado ENR
198990;47001;1;F;Empleado ER
116954;11001;1;;
205690;47001;1;F;Empleado ER
154124;11001;1;;
223263;11001;1;J;Independiente Formal
171328;5001;1;;
71123;11001;1;I;Independiente
215927;47001;1;J;Independiente Formal
157354;47001;1;I;Independiente
163360;25754;1;;
175277;15001;1;F;Empleado ER
177939;15001;1;K;Independiente Informal
143382;85001;1;I;Independiente
213348;15764;1;T;Transportador
41182;11001;1;E;Empleado
227591;15176;1;J;Independiente Formal
132379;11001;1;;
188065;11001;1;;
232507;11001;1;T;Transportador
233923;25126;1;J;Independiente Formal
192543;15001;1;F;Empleado ER
177952;11001;1;J;Independiente Formal
214592;50001;1;K;Independiente Informal
201834;85010;1;K;Independiente Informal
142992;25126;1;I;Independiente
222005;11001;1;N;Comerciante
205667;11001;1;H;Empleado ENR
189217;15001;1;;
216152;15001;1;K;Independiente Informal
212736;15368;1;J;Independiente Formal
186248;25386;1;I;Independiente
79429;85001;1;E;Empleado
149771;85010;1;E;Empleado
210832;15001;1;O;Contratista
144250;11001;1;I;Independiente
135164;15001;1;;
201369;68307;1;T;Transportador
176077;15001;1;F;Empleado ER
137848;11001;1;;
55745;11001;1;E;Empleado
118089;68081;1;I;Independiente
197362;15001;1;J;Independiente Formal
208763;15001;1;T;Transportador
187891;25214;1;K;Independiente Informal
184086;15001;1;I;Independiente
150148;15001;1;E;Empleado
188934;11001;1;I;Independiente
190457;11001;1;F;Empleado ER
162954;15001;1;E;Empleado
236916;25875;1;R;Rentista de Capital
223604;15001;1;T;Transportador
184035;15001;1;E;Empleado
166496;11001;1;E;Empleado
232167;11001;1;J;Independiente Formal
212791;15001;1;T;Transportador
187636;15001;1;F;Empleado ER
148329;11001;1;;
221662;15001;1;T;Transportador
216319;15001;1;J;Independiente Formal
182806;11001;1;T;Transportador
124097;25899;1;E;Empleado
189519;11001;1;;
190533;11001;1;J;Independiente Formal
202683;25535;1;T;Transportador
191048;15001;1;I;Independiente
135779;11001;1;E;Empleado
178375;11001;1;F;Empleado ER
184729;11001;1;;
157873;85001;1;I;Independiente
235042;15407;1;J;Independiente Formal
95792;85001;1;E;Empleado
162773;25430;1;I;Independiente
223430;15001;1;T;Transportador
231552;15232;1;T;Transportador
169772;11001;1;J;Independiente Formal
159501;25126;1;I;Independiente
188615;15001;1;;
160700;50150;1;E;Empleado
201655;15001;1;J;Independiente Formal
219725;15001;1;F;Empleado ER
192285;15001;1;J;Independiente Formal
219611;25899;1;N;Comerciante
141667;11001;1;P;Pensionado
229901;5088;1;F;Empleado ER
213662;15646;1;T;Transportador
92744;25269;1;I;Independiente
125556;25473;1;;
202923;11001;1;T;Transportador
233377;11001;1;T;Transportador
161667;85001;1;I;Independiente
179025;15001;1;;
225860;11001;1;T;Transportador
233719;15001;1;K;Independiente Informal
215161;11001;1;T;Transportador
166320;15238;1;;
188829;15001;1;E;Empleado
202805;15001;1;O;Contratista
224918;15001;1;T;Transportador
199507;11001;1;N;Comerciante
237327;15001;1;J;Independiente Formal
218003;19001;1;J;Independiente Formal
182476;15001;1;J;Independiente Formal
82901;15759;1;E;Empleado
221223;15001;1;J;Independiente Formal
172536;15001;1;F;Empleado ER
214810;11001;1;O;Contratista
186094;11001;1;J;Independiente Formal
237094;68077;1;K;Independiente Informal
221901;15001;1;F;Empleado ER
224113;15001;1;T;Transportador
197811;15001;1;F;Empleado ER
168392;15001;1;I;Independiente
229839;15001;1;P;Pensionado
185998;11001;1;;
158449;11001;1;;
158929;15001;1;E;Empleado
179120;15001;1;K;Independiente Informal
214995;15001;1;F;Empleado ER
203804;25758;1;J;Independiente Formal
195744;11001;1;J;Independiente Formal
122007;11001;1;I;Independiente
141833;15001;1;E;Empleado
235281;15001;1;F;Empleado ER
127798;11001;1;;
169134;15001;1;I;Independiente
193555;11001;1;K;Independiente Informal
197070;15001;1;F;Empleado ER
231532;11001;1;J;Independiente Formal
77834;11001;1;E;Empleado
178981;50001;1;J;Independiente Formal
220616;11001;1;J;Independiente Formal
232622;11001;1;J;Independiente Formal
145376;11001;1;I;Independiente
172766;11001;1;F;Empleado ER
221539;15238;1;J;Independiente Formal
189682;15238;1;;
148019;11001;1;U;Universitario
179470;15001;1;F;Empleado ER
203670;11001;1;J;Independiente Formal
188980;11001;1;F;Empleado ER
222428;15001;1;J;Independiente Formal
191947;15238;1;F;Empleado ER
153469;76130;1;I;Independiente
216240;15720;1;K;Independiente Informal
177237;11001;1;F;Empleado ER
176502;66001;1;N;Comerciante
211337;15001;1;F;Empleado ER
234540;11001;1;H;Empleado ENR
179107;11001;1;H;Empleado ENR
229855;15759;1;J;Independiente Formal
207440;25473;1;E;Empleado
215436;15507;1;J;Independiente Formal
229678;25430;1;I;Independiente
198692;15516;1;T;Transportador
182904;15001;1;O;Contratista
215731;15001;1;J;Independiente Formal
232192;15001;1;F;Empleado ER
228781;68077;1;J;Independiente Formal
199397;15759;1;F;Empleado ER
231732;15001;1;J;Independiente Formal
131421;11001;1;;
186482;15001;1;J;Independiente Formal
178823;15238;1;;
194275;15238;1;P;Pensionado
167788;11001;1;P;Pensionado
93030;11001;1;;
127596;11001;1;I;Independiente
217288;11001;1;T;Transportador
141981;11001;1;I;Independiente
172249;11001;1;I;Independiente
58393;11001;1;E;Empleado
155105;15238;1;;
185702;15162;1;R;Rentista de Capital
202612;15238;1;R;Rentista de Capital
172252;11001;1;;
196964;15238;1;P;Pensionado
210801;15238;1;J;Independiente Formal
200114;15516;1;J;Independiente Formal
205474;15693;1;J;Independiente Formal
213149;15238;1;J;Independiente Formal
127229;11001;1;;
173911;11001;1;J;Independiente Formal
232676;11001;1;J;Independiente Formal
180351;15238;1;J;Independiente Formal
177824;11001;1;T;Transportador
124852;11001;1;;
184748;11001;1;K;Independiente Informal
183238;15238;1;;
154277;85001;1;;
150523;85001;1;;
131397;11001;1;I;Independiente
223223;85001;1;N;Comerciante
224504;15238;1;J;Independiente Formal
234157;85001;1;C;Agricultor
235695;11001;1;H;Empleado ENR
179870;11001;1;;
205159;15238;1;J;Independiente Formal
189851;50313;1;F;Empleado ER
139864;11001;1;I;Independiente
192501;11001;1;N;Comerciante
202164;25175;1;F;Empleado ER
203942;15238;1;K;Independiente Informal
195323;85001;1;F;Empleado ER
211542;15238;1;T;Transportador
211258;25754;1;J;Independiente Formal
200704;11001;1;F;Empleado ER
209206;11001;1;J;Independiente Formal
202094;11001;1;F;Empleado ER
209492;15238;1;F;Empleado ER
175037;15238;1;H;Empleado ENR
135555;15238;1;;
127074;50001;1;;
184899;85001;1;T;Transportador
161655;11001;1;E;Empleado
218363;85440;1;J;Independiente Formal
213927;15455;1;P;Pensionado
160502;15001;1;I;Independiente
159952;11001;1;;
40295;11001;1;;
217351;15238;1;F;Empleado ER
231752;15238;1;H;Empleado ENR
193705;11001;1;F;Empleado ER
223509;11001;1;F;Empleado ER
181500;11001;1;E;Empleado
231247;15238;1;P;Pensionado
218838;25754;1;J;Independiente Formal
194218;15238;1;;
236158;15238;1;K;Independiente Informal
192920;11001;1;T;Transportador
159066;5001;1;E;Empleado
188576;5440;1;;
220831;11001;1;T;Transportador
234149;15238;1;J;Independiente Formal
32087;15759;1;E;Empleado
169976;11001;1;H;Empleado ENR
209395;85001;1;J;Independiente Formal
180301;85410;1;G;Ganadero
216420;85001;1;T;Transportador
176708;85162;1;G;Ganadero
188985;85162;1;J;Independiente Formal
161209;85440;1;;
179986;11001;1;;
160340;11001;1;E;Empleado
208732;11001;1;K;Independiente Informal
209653;50001;1;N;Comerciante
223741;15572;1;J;Independiente Formal
220337;25307;1;F;Empleado ER
227717;5001;1;J;Independiente Formal
185131;11001;1;T;Transportador
161438;11001;1;I;Independiente
187584;50001;1;I;Independiente
174877;50001;1;;
147149;11001;1;I;Independiente
176274;11001;1;R;Rentista de Capital
183924;25797;1;J;Independiente Formal
192779;50001;1;T;Transportador
123738;11001;1;P;Pensionado
195183;11001;1;T;Transportador
193131;11001;1;;
189935;11001;1;N;Comerciante
188497;25126;1;R;Rentista de Capital
142871;11001;1;I;Independiente
52603;11001;1;E;Empleado
206689;11001;1;I;Independiente
179530;11001;1;I;Independiente
140725;50001;1;I;Independiente
154956;11001;1;;
225638;11001;1;G;Ganadero
193299;15176;1;J;Independiente Formal
73896;25175;1;P;Pensionado
177626;11001;1;H;Empleado ENR
152115;25473;1;I;Independiente
198649;15176;1;J;Independiente Formal
128784;11001;1;;
179778;11001;1;I;Independiente
190785;11001;1;;
215025;25430;1;H;Empleado ENR
154912;11001;1;I;Independiente
227355;41001;1;J;Independiente Formal
112453;25430;1;E;Empleado
179136;15681;1;K;Independiente Informal
234757;15176;1;F;Empleado ER
188118;15776;1;T;Transportador
214977;11001;1;K;Independiente Informal
222999;11001;1;T;Transportador
124889;11001;1;;
121833;25126;1;;
167958;11001;1;E;Empleado
237100;15176;1;J;Independiente Formal
227715;15176;1;J;Independiente Formal
235462;11001;1;K;Independiente Informal
119998;11001;1;;
200161;11001;1;F;Empleado ER
196260;15176;1;K;Independiente Informal
218596;25745;1;J;Independiente Formal
167942;25317;1;I;Independiente
221237;15176;1;F;Empleado ER
179029;25473;1;;
164686;15176;1;;
204999;25126;1;J;Independiente Formal
185123;25758;1;;
171056;25754;1;;
153151;11001;1;I;Independiente
125955;15632;1;;
191425;11001;1;I;Independiente
144415;11001;1;;
211100;15176;1;J;Independiente Formal
223955;25843;1;T;Transportador
76543;11001;1;I;Independiente
184508;50006;1;K;Independiente Informal
172509;11001;1;F;Empleado ER
201491;11001;1;J;Independiente Formal
222377;11001;1;P;Pensionado
216491;11001;1;N;Comerciante
217730;25175;1;R;Rentista de Capital
179697;25473;1;E;Empleado
192301;76001;1;F;Empleado ER
214298;25599;1;K;Independiente Informal
219532;25899;1;K;Independiente Informal
208955;25843;1;T;Transportador
153429;11001;1;E;Empleado
142354;25126;1;E;Empleado
220890;11001;1;J;Independiente Formal
225746;50001;1;F;Empleado ER
95402;11001;1;E;Empleado
175060;11001;1;J;Independiente Formal
217599;11001;1;J;Independiente Formal
232384;11001;1;K;Independiente Informal
182588;15176;1;K;Independiente Informal
196161;15001;1;T;Transportador
215241;11001;1;F;Empleado ER
177091;15176;1;J;Independiente Formal
221374;11001;1;T;Transportador
168962;15176;1;I;Independiente
210597;15176;1;J;Independiente Formal
178013;11001;1;J;Independiente Formal
196750;11001;1;J;Independiente Formal
217169;11001;1;K;Independiente Informal
154935;11001;1;E;Empleado
188191;11001;1;J;Independiente Formal
197762;11001;1;J;Independiente Formal
215690;11001;1;J;Independiente Formal
179399;25899;1;J;Independiente Formal
169379;11001;1;;
183093;11001;1;N;Comerciante
215081;11001;1;J;Independiente Formal
233193;5031;1;J;Independiente Formal
217389;15176;1;N;Comerciante
198400;11001;1;J;Independiente Formal
173232;15176;1;I;Independiente
199089;15176;1;J;Independiente Formal
95896;50001;1;I;Independiente
203981;11001;1;F;Empleado ER
217304;54001;1;T;Transportador
224407;25758;1;F;Empleado ER
181304;25175;1;T;Transportador
230641;11001;1;F;Empleado ER
207341;50001;1;N;Comerciante
202116;8001;1;J;Independiente Formal
217426;11001;1;H;Empleado ENR
225615;11001;1;T;Transportador
218297;15299;1;J;Independiente Formal
162961;11001;1;I;Independiente
62639;11001;1;I;Independiente
171275;11001;1;;
206816;8001;1;J;Independiente Formal
182684;11001;1;R;Rentista de Capital
225807;11001;1;N;Comerciante
224827;11001;1;T;Transportador
192865;11001;1;K;Independiente Informal
157034;85001;1;;
159921;11001;1;I;Independiente
175345;85001;1;K;Independiente Informal
181990;11001;1;K;Independiente Informal
186534;15299;1;J;Independiente Formal
209464;11001;1;N;Comerciante
74946;11001;1;I;Independiente
158398;11001;1;;
209722;25758;1;O;Contratista
175251;25286;1;K;Independiente Informal
173964;11001;1;I;Independiente
205799;50568;1;H;Empleado ENR
225977;85010;1;T;Transportador
222399;11001;1;J;Independiente Formal
230219;50680;1;N;Comerciante
188622;11001;1;J;Independiente Formal
205873;11001;1;J;Independiente Formal
186579;25740;1;;
191999;11001;1;K;Independiente Informal
212953;15299;1;T;Transportador
161762;25754;1;I;Independiente
182803;85250;1;J;Independiente Formal
221337;85250;1;G;Ganadero
224153;85250;1;K;Independiente Informal
83230;85250;1;;
216679;85250;1;G;Ganadero
237276;85250;1;C;Agricultor
171826;85410;1;;
178075;85001;1;;
227634;50001;1;O;Contratista
158319;11001;1;I;Independiente
219917;85250;1;N;Comerciante
217886;85001;1;K;Independiente Informal
187980;85001;1;;
198510;50400;1;O;Contratista
236943;85250;1;T;Transportador
162359;11001;1;E;Empleado
230603;11001;1;H;Empleado ENR
205454;5001;1;C;Agricultor
181538;11001;1;E;Empleado
214514;11001;1;P;Pensionado
219512;11001;1;O;Contratista
196610;11001;1;F;Empleado ER
205818;25290;1;K;Independiente Informal
20067;11001;1;;
177398;11001;1;J;Independiente Formal
165077;11001;1;P;Pensionado
129897;8001;1;;
126177;8001;1;I;Independiente
134800;8001;1;;
137649;8001;1;;
184121;8758;1;I;Independiente
168186;8001;1;P;Pensionado
137076;8758;1;E;Empleado
133874;8001;1;;
143056;8001;1;P;Pensionado
175321;8001;1;P;Pensionado
191753;13001;1;T;Transportador
179779;8001;1;;
160719;8573;1;I;Independiente
99017;8001;1;;
147617;8001;1;E;Empleado
164909;8001;1;;
123354;8758;1;;
204884;8001;1;H;Empleado ENR
193823;68276;1;N;Comerciante
186688;8001;1;;
181392;8573;1;K;Independiente Informal
130696;8001;1;P;Pensionado
196087;8001;1;P;Pensionado
166895;47001;1;P;Pensionado
185851;8001;1;;
155348;8001;1;E;Empleado
126032;8758;1;I;Independiente
197308;8001;1;P;Pensionado
196085;8001;1;K;Independiente Informal
172640;85001;1;C;Agricultor
