"credito";"codigo_ciudad";"cliente_tipo_identificacion";"codigo_ocupacion"
181890;41001;1;J
42488;11001;1;""
185779;11001;1;P
139976;25491;1;I
160955;76001;1;I
153544;76001;1;E
194824;76364;1;E
184663;76001;1;""
143521;76001;1;""
235562;76364;1;F
147925;76001;1;""
129308;76001;1;""
171613;76001;1;J
195972;76001;1;J
189108;76001;1;J
202975;76109;1;J
163596;76001;1;E
174497;76520;1;F
157754;76001;1;E
182914;76520;1;F
202788;76001;1;A
177112;76001;1;R
208891;76001;1;A
199672;76001;1;E
191217;76001;1;""
220735;76001;1;R
147104;76001;1;E
209690;76001;1;E
174382;76001;1;J
189296;76001;1;J
196018;76001;1;""
231281;76001;1;K
194070;76001;1;H
200049;76001;1;J
220161;76001;1;F
167984;76001;1;J
206524;76001;1;N
190891;76001;1;E
171303;76001;1;""
214938;76001;1;H
194243;76001;1;I
189112;76001;1;H
168521;76001;1;H
180464;76001;1;""
202742;76001;1;T
234728;76001;1;F
217962;76001;1;F
209703;76001;1;A
211514;68001;1;J
202058;68001;1;""
233854;5001;1;F
201887;5001;1;T
177500;5284;1;F
194902;5360;1;P
205088;5380;1;H
141970;5266;1;""
227917;5001;1;J
166366;5001;1;E
207414;5001;1;R
212200;5001;1;E
168257;8001;1;P
223942;25126;1;H
169944;25126;1;H
140797;11001;1;P
200445;11001;1;J
188154;11001;1;J
208817;11001;1;R
165499;8001;1;K
197061;8001;1;E
159250;8001;1;J
192253;8001;1;E
182258;8758;1;H
229914;13001;1;P
189848;8001;1;H
190767;8001;1;I
221703;8001;1;T
200981;8001;1;F
202842;8001;1;F
190747;8001;1;I
158061;11001;1;""
187086;8573;1;F
235253;8001;1;E
132093;76001;1;""
202312;76001;1;K
160116;11001;1;""
203247;11001;1;R
190262;8001;1;T
231161;8001;1;T
171956;8001;1;F
236876;8001;1;F
194721;8001;1;I
152836;25899;1;E
183772;5001;1;H
225618;8001;1;P
195199;8001;1;P
129763;11001;1;""
176072;8001;1;J
196469;8001;1;E
235559;8758;1;J
157081;8758;1;J
219748;8001;1;J
189492;8433;1;T
232202;5001;1;F
200763;8758;1;A
190720;11001;1;H
188318;8001;1;F
195726;8001;1;R
208648;8001;1;P
236291;11001;1;E
199261;11001;1;E
171964;8001;1;I
203725;13001;1;F
211157;8001;1;F
188488;8001;1;P
191625;8001;1;H
172162;8001;1;""
215891;8001;1;H
198995;8758;1;F
196956;8758;1;F
157752;8573;1;E
189628;11001;1;""
205446;11001;1;H
219756;13001;1;F
176488;8758;1;H
214092;13001;1;I
163828;13001;1;E
215979;13001;1;H
237005;13001;1;J
158707;11001;1;I
207166;13001;1;E
220802;13001;1;E
236350;13001;1;P
237451;13001;1;T
174013;13001;1;T
223712;13001;1;T
212234;13001;1;F
194239;11001;1;H
198930;13001;1;J
200062;13001;1;H
236592;11001;1;H
180862;15001;1;""
207678;15001;1;J
236110;15001;1;K
219769;85001;1;N
185208;85001;1;G
208822;85001;1;C
201006;85010;1;T
222676;11001;1;J
201003;11001;1;H
162436;11001;1;""
170174;11001;1;""
191279;11001;1;F
234477;11001;1;K
212303;11001;1;H
198166;11001;1;H
232611;25899;1;O
190201;15572;1;J
190585;11001;1;O
189074;76364;1;""
206637;76364;1;T
138919;76364;1;""
219745;19573;1;P
209581;76001;1;A
204585;50001;1;I
199212;76001;1;I
234865;11001;1;K
189324;19698;1;""
218406;19698;1;J
182276;76001;1;E
233973;23001;1;I
162723;11001;1;P
211174;25175;1;K
189154;25175;1;I
216828;25175;1;I
158079;25175;1;E
189479;25175;1;E
226285;25175;1;F
237044;25758;1;H
191015;25758;1;H
209691;25290;1;F
223990;11001;1;F
219888;11001;1;F
186776;76001;1;E
200263;76001;1;E
231810;50001;1;F
204725;50001;1;F
205797;50001;1;R
203024;50001;1;T
226829;50001;1;T
190125;50001;1;T
127485;50001;1;E
203481;11001;1;R
228143;11001;1;R
209439;11001;1;P
178496;11001;1;I
171579;11001;1;R
223777;11001;1;P
181970;11001;1;T
214094;11001;1;T
222288;11001;1;P
217744;11001;1;J
161959;11001;1;""
181006;11001;1;E
194446;11001;1;E
153040;11001;1;""
205481;11001;1;T
206569;11001;1;T
163411;11001;1;A
208088;11001;1;R
209817;11001;1;R
195038;11001;1;T
194399;11001;1;J
206529;11001;1;J
205488;11001;1;T
222813;11001;1;T
169012;11001;1;T
168933;11001;1;J
170724;25473;1;""
190627;25899;1;N
205759;25899;1;N
187272;11001;1;T
218319;11001;1;T
142436;11001;1;T
201324;11001;1;T
225475;25736;1;K
183691;25899;1;P
189799;25899;1;T
201043;25899;1;K
230168;25899;1;K
219191;25899;1;J
186925;25899;1;N
214085;25899;1;K
186735;25899;1;K
194050;25899;1;H
225468;11001;1;K
231099;25899;1;H
220288;25899;1;H
197544;25899;1;T
169328;25899;1;T
210996;25736;1;T
221832;76001;1;E
207104;25126;1;J
224913;25899;1;T
213332;25899;1;T
226804;25899;1;T
162841;25817;1;E
211688;25200;1;J
200376;25200;1;I
186456;25183;1;T
199535;11001;1;T
194745;11001;1;P
142839;11001;1;""
193386;25214;1;J
198924;25175;1;I
219153;25175;1;T
200650;25175;1;T
170675;25175;1;""
223557;25175;1;T
225063;11001;1;F
173761;25214;1;J
221798;13001;1;T
207700;13001;1;T
204416;13001;1;T
186696;13001;1;T
171191;13001;1;T
143607;11001;1;I
165350;11001;1;K
201176;11001;1;T
137391;11001;1;""
163281;11001;1;E
150862;25214;1;I
193897;11001;1;J
210848;11001;1;F
195058;11001;1;H
190254;11001;1;E
226809;11001;1;J
170656;25286;1;T
226796;25269;1;T
123811;11001;1;""
205435;11001;1;E
195303;25269;1;J
195685;25269;1;T
162959;25269;1;T
196120;25269;1;F
179326;25269;1;E
202944;25260;1;T
185955;25260;1;T
186327;25260;1;T
199231;25260;1;T
186117;25260;1;T
186318;25260;1;T
202989;25260;1;T
208594;25260;1;T
186092;25260;1;T
186061;25260;1;T
186899;25260;1;""
186897;25260;1;T
208599;25260;1;T
228468;25269;1;J
182748;25269;1;T
197029;47001;1;E
231317;11001;1;K
172042;11001;1;H
193946;25386;1;E
210712;11001;1;I
232971;11001;1;J
213530;11001;1;J
225039;11001;1;J
210885;11001;1;K
185650;11001;1;K
214951;11001;1;K
214886;11001;1;K
202564;11001;1;K
173001;11001;1;H
205672;41001;1;F
220079;41001;1;J
86112;68001;1;I
182400;47001;1;P
188705;47001;1;O
222916;8758;1;I
182633;5001;1;""
175000;47001;1;F
190029;11001;1;E
230909;50001;1;E
237554;11001;1;F
220187;11001;1;F
189164;11001;1;H
216906;11001;1;H
186582;76001;1;T
188830;76001;1;F
196510;25286;1;E
128115;13001;1;""
212412;20011;1;P
203915;54001;1;J
204784;54001;1;T
191785;15001;1;F
212471;11001;1;F
164517;20011;1;A
197709;11001;1;H
205366;68276;1;H
229910;68276;1;H
171103;68001;1;O
151375;68001;1;E
212142;68001;1;E
175092;68081;1;N
220686;68081;1;N
161777;11001;1;E
202122;68001;1;T
197467;68001;1;J
197947;68276;1;T
216903;11001;1;H
97668;8001;1;I
212523;41016;1;T
231530;68001;1;F
204598;11001;1;H
193133;11001;1;H
223530;11001;1;H
195217;11001;1;H
150403;68001;1;I
190606;68307;1;P
200566;68001;1;""
197196;68276;1;I
189007;68001;1;E
209822;68001;1;E
198673;11001;1;P
173318;11001;1;""
125492;68001;1;""
172378;11001;1;T
220582;68547;1;U
215088;68001;1;E
212963;68276;1;J
195525;13001;1;I
175296;68081;1;P
227497;68081;1;P
159411;68307;1;I
195190;11001;1;P
225581;68081;1;F
185540;68081;1;H
223421;68081;1;H
190841;11001;1;P
165653;11001;1;P
168591;11001;1;""
217008;11001;1;K
202244;73001;1;F
200785;73001;1;J
208356;73001;1;F
213439;73001;1;F
201271;11001;1;F
170506;11001;1;A
167870;11001;1;H
185063;73001;1;E
169230;85410;1;F
178929;73671;1;F
164122;11001;1;E
207313;73001;1;J
175185;73001;1;""
228176;73001;1;J
175793;73001;1;F
235146;11001;1;F
166693;76001;1;I
217543;76001;1;K
235348;76001;1;K
208782;76001;1;N
236637;76364;1;E
207617;76001;1;F
162090;76364;1;""
204966;76001;1;F
193513;76001;1;E
194491;76001;1;""
194926;76001;1;K
206147;76520;1;T
180182;76001;1;E
211375;76001;1;J
213942;76001;1;T
199009;76001;1;I
200220;76364;1;J
168020;76001;1;J
216205;76001;1;J
212992;76111;1;K
218671;76001;1;E
130475;76001;1;E
177003;76111;1;K
197352;76111;1;K
217486;76001;1;H
180846;47189;1;P
186238;47001;1;J
188826;8573;1;H
175372;8573;1;""
154664;50006;1;""
194549;11001;1;J
152939;47189;1;E
200809;11001;1;I
217363;5001;1;F
217873;5088;1;T
205490;5088;1;T
194323;5001;1;J
221472;5001;1;J
216756;76001;1;E
214582;5001;1;J
196625;11001;1;I
189528;5001;1;""
235630;5001;1;A
228213;5607;1;A
215983;5615;1;H
183150;11001;1;I
215995;11001;1;P
191047;11001;1;P
178349;25175;1;N
217465;11001;1;N
171596;11001;1;N
195558;11001;1;N
194816;11001;1;I
192008;11001;1;J
204848;11001;1;J
192007;11001;1;I
129211;11001;1;""
194563;11001;1;""
180724;11001;1;E
216070;11001;1;J
175896;11001;1;""
229658;11001;1;F
176373;11001;1;R
196830;11001;1;N
234403;11001;1;E
212988;11001;1;J
190934;11001;1;J
215999;11001;1;E
188825;11001;1;E
195477;11001;1;E
224239;11001;1;J
154439;11001;1;""
215601;25307;1;K
234661;11001;1;R
225825;11001;1;R
174781;11001;1;F
166112;11001;1;""
237087;11001;1;F
194591;11001;1;H
230928;25307;1;J
147786;25307;1;""
148339;11001;1;""
235108;11001;1;J
233580;11001;1;F
229877;25307;1;J
153649;76001;1;E
134813;11001;1;I
155726;25286;1;""
204185;25290;1;H
184661;25290;1;J
164288;25743;1;I
202758;11001;1;E
166802;25430;1;""
158474;11001;1;E
161277;25290;1;I
208630;25290;1;E
155950;25290;1;E
224774;25290;1;I
209770;25290;1;J
174308;11001;1;F
206274;11001;1;F
224777;11001;1;J
210239;11001;1;I
190689;11001;1;I
221772;11001;1;N
193545;11001;1;N
183225;11001;1;""
196617;11001;1;H
141245;11001;1;""
188022;11001;1;K
221257;11001;1;K
224941;11001;1;T
173730;11001;1;T
216991;11001;1;T
227788;11001;1;J
163442;11001;1;E
235268;11001;1;J
213027;11001;1;T
235792;11001;1;K
201945;50001;1;T
222945;11001;1;I
169077;11001;1;I
209495;11001;1;I
227502;11001;1;K
163938;11001;1;K
195049;11001;1;K
149770;68001;1;I
168810;11001;1;""
190245;11001;1;O
164441;11001;1;O
183370;11001;1;O
203480;11001;1;J
168174;25269;1;I
194713;25269;1;J
171706;25754;1;F
189486;25754;1;""
205330;25754;1;N
234990;25754;1;N
178255;11001;1;T
212527;25740;1;H
214983;11001;1;K
163614;11001;1;I
173885;11001;1;F
223856;25290;1;T
149640;11001;1;""
229911;25754;1;R
152523;25754;1;E
214106;25473;1;N
217758;25754;1;J
209715;11001;1;J
156401;11001;1;""
204502;11001;1;J
188746;11001;1;E
184214;76892;1;E
201923;11001;1;F
211470;11001;1;F
220022;25126;1;H
203845;11001;1;J
192982;11001;1;R
226476;11001;1;P
190133;11001;1;F
210786;11001;1;F
192059;11001;1;""
177024;11001;1;T
141332;11001;1;T
207493;25286;1;H
205011;11001;1;I
191699;11001;1;I
184833;11001;1;I
201433;11001;1;J
212477;25214;1;F
210112;25473;1;T
146245;11001;1;I
196850;11001;1;T
153315;11001;1;F
201295;50001;1;J
194100;50001;1;I
194904;11001;1;""
189323;11001;1;A
194798;11001;1;I
214087;50001;1;F
211118;25151;1;J
224370;25151;1;J
232370;25151;1;J
169416;25286;1;P
215963;25286;1;T
200866;25279;1;I
127387;11001;1;I
200683;25126;1;F
191076;25843;1;T
218407;25843;1;T
210681;11001;1;J
231630;11001;1;J
231984;11001;1;I
186418;11001;1;I
181640;76001;1;J
213956;76001;1;J
232017;76001;1;J
144239;11001;1;I
224277;11001;1;K
224912;11001;1;I
168825;11001;1;F
209470;11001;1;F
209607;11001;1;E
195959;11001;1;E
190828;11001;1;F
231207;11001;1;F
182682;11001;1;K
169791;85001;1;T
220712;11001;1;F
171516;11001;1;""
195232;11001;1;T
204914;11001;1;N
87365;11001;1;E
209293;11001;1;T
203537;25430;1;O
187040;25430;1;O
202269;11001;1;F
178362;11001;1;F
230020;25430;1;H
194205;25430;1;H
212994;25430;1;H
205271;25430;1;H
205499;11001;1;I
192423;25214;1;I
177137;11001;1;""
194137;25175;1;I
197022;11001;1;H
194918;11001;1;I
176772;25126;1;I
194437;25175;1;J
202182;11001;1;K
192693;11001;1;E
214267;25175;1;J
199097;11001;1;H
177419;11001;1;F
217930;11001;1;F
199841;11001;1;E
162116;47001;1;E
149353;11001;1;""
197193;11001;1;J
203943;85001;1;J
204808;11001;1;J
194981;8758;1;I
162869;8758;1;I
199659;25126;1;K
194899;25126;1;T
220909;25126;1;T
177055;25785;1;""
219511;25754;1;K
231471;11001;1;K
183593;25758;1;H
198763;85440;1;K
194637;85440;1;E
209554;85440;1;K
188098;85440;1;K
201720;85001;1;F
190969;50001;1;J
168293;50001;1;J
234198;50110;1;J
147069;68872;1;I
224878;85440;1;H
196283;50313;1;J
200003;11001;1;P
176012;11001;1;R
216350;11001;1;E
172198;11001;1;K
220801;11001;1;F
183668;11001;1;F
213667;25817;1;N
186627;25817;1;J
207504;15001;1;F
193649;15001;1;F
199924;25040;1;K
157176;50001;1;I
167018;11001;1;E
210966;50001;1;F
193022;50001;1;J
197081;50001;1;T
228141;50001;1;J
183032;50001;1;""
235475;50001;1;K
202676;50001;1;E
134435;50001;1;""
223403;50001;1;J
207454;50001;1;F
184577;50001;1;""
218890;50001;1;K
195330;50001;1;K
181132;50001;1;J
194101;50001;1;I
222760;50001;1;J
236807;50001;1;J
206784;11001;1;E
196686;50006;1;N
145005;50318;1;""
200758;50001;1;O
168844;50001;1;F
164330;50001;1;I
229289;11001;1;N
131509;50001;1;E
173666;85440;1;T
150198;50001;1;E
215918;50001;1;F
204149;50001;1;F
190338;50001;1;""
212488;50001;1;K
196489;50001;1;E
189165;50001;1;I
186640;50606;1;""
201437;50606;1;N
160297;50001;1;I
188590;85001;1;N
233143;85001;1;N
204867;50001;1;H
162405;50001;1;J
211246;50001;1;J
196221;11001;1;J
220443;11001;1;J
204621;50001;1;J
213454;50001;1;F
196629;50001;1;N
227114;50001;1;J
186715;50001;1;""
120722;50001;1;E
209560;50006;1;G
180733;11001;1;E
143374;50110;1;I
204327;11001;1;A
223133;50313;1;J
161502;11001;1;J
189600;50001;1;""
175140;50001;1;J
168336;11001;1;""
225853;11001;1;I
194256;50001;1;F
196646;11001;1;I
135352;11001;1;I
232082;50001;1;F
129845;50001;1;F
69849;50001;1;I
218713;11001;1;R
198526;50006;1;T
215668;50001;1;J
195385;50001;1;I
195653;11001;1;J
175852;11001;1;J
235490;50568;1;F
187014;50001;1;""
187517;50001;1;J
198121;50001;1;J
153311;50001;1;I
199992;50001;1;T
213534;50001;1;T
194896;50001;1;I
185549;50006;1;J
206405;50568;1;J
169191;50001;1;H
122288;11001;1;I
158277;85440;1;""
201607;50001;1;J
194860;50001;1;E
146722;50001;1;I
225582;50001;1;N
200759;50001;1;N
211958;11001;1;J
172887;11001;1;J
194937;11001;1;E
171279;11001;1;E
233250;11001;1;P
207101;25402;1;I
194915;50001;1;C
223270;50573;1;J
235061;50568;1;J
170959;50001;1;H
153882;50006;1;E
206043;50006;1;F
223686;50006;1;J
206981;50001;1;C
161774;50001;1;I
206115;50001;1;T
174435;11001;1;R
182184;50001;1;J
154334;11001;1;""
213502;50001;1;F
191226;50001;1;""
162711;50001;1;I
196536;5001;1;F
171378;5001;1;""
224651;50001;1;F
170189;50001;1;""
225065;50313;1;N
200586;50313;1;N
208946;50313;1;N
207238;50001;1;J
232945;50001;1;J
127498;50313;1;I
210770;25754;1;T
233707;11001;1;K
211760;76892;1;J
165853;11001;1;""
231359;41001;1;F
159513;11001;1;""
200217;11001;1;R
135804;50001;1;""
124562;8001;1;I
165641;11001;1;""
190433;11001;1;J
219004;11001;1;J
200564;8001;1;E
189161;8001;1;E
185359;25286;1;K
221756;25286;1;K
228868;50006;1;K
190752;50001;1;G
215086;11001;1;I
232992;11001;1;P
216904;11001;1;P
50454;11001;1;E
214393;25799;1;T
187019;11001;1;J
187016;11001;1;J
217688;11001;1;J
187015;11001;1;J
172700;11001;1;""
219208;11001;1;P
209829;11001;1;P
206957;11001;1;N
173834;11001;1;""
166565;11001;1;""
207065;11001;1;P
151878;11001;1;P
70383;11001;1;P
191310;11001;1;""
185027;11001;1;""
156484;11001;1;""
189512;11001;1;P
137000;11001;1;""
168978;11001;1;P
165412;11001;1;I
210322;11001;1;I
164671;13001;1;I
201181;25658;1;I
205099;11001;1;P
195140;11001;1;E
214933;11001;1;J
150543;11001;1;J
151768;25290;1;P
169499;11001;1;""
162128;73001;1;P
224092;11001;1;K
172644;11001;1;""
196287;11001;1;A
184952;11001;1;""
209504;11001;1;T
180254;11001;1;T
234111;11001;1;R
158304;25286;1;I
170701;11001;1;P
185642;50001;1;T
190337;11001;1;E
210425;11001;1;P
174482;11001;1;P
193798;11001;1;P
158194;11001;1;""
232081;11001;1;A
166227;11001;1;""
198315;11001;1;P
186010;11001;1;K
207255;25754;1;T
205207;11001;1;T
169856;11001;1;""
192057;11001;1;""
161426;11001;1;F
230960;11001;1;P
200314;11001;1;P
218539;11001;1;P
173659;11001;1;P
166167;25754;1;I
212458;11001;1;I
208639;11001;1;P
124681;11001;1;""
197403;11001;1;P
169450;11001;1;R
192800;11001;1;I
189301;11001;1;R
173631;11001;1;R
163208;11001;1;P
207807;11001;1;R
132807;11001;1;""
182394;11001;1;R
175324;11001;1;P
198783;11001;1;E
180636;11001;1;E
191409;11001;1;""
215905;11001;1;A
164119;11001;1;""
167330;11001;1;H
218923;11001;1;T
199873;11001;1;T
236319;54001;1;J
190189;11001;1;P
211474;11001;1;A
190174;11001;1;""
202874;11001;1;P
135846;11001;1;""
204457;11001;1;J
158877;11001;1;I
201406;50006;1;K
222678;50001;1;R
92680;11001;1;I
153862;50001;1;I
187647;50001;1;A
171562;50001;1;G
196814;11001;1;K
176719;50001;1;K
152852;85001;1;""
188687;50006;1;I
73696;11;1;P
159634;11001;1;I
177142;11001;1;P
51131;11001;1;E
161646;11001;1;""
214388;25799;1;T
63750;50001;1;P
187017;11001;1;J
157089;25126;1;P
64352;25875;1;""
165772;11001;1;I
48278;11001;1;I
212656;11001;1;J
179030;11001;1;J
144729;11001;1;""
211593;11001;1;I
140463;76001;1;P
143270;11001;1;I
85431;11001;1;I
135343;11001;1;A
171802;11001;1;A
169811;11001;1;P
166601;11001;1;E
125409;11001;1;""
155118;11001;1;""
178103;11001;1;""
190270;11001;1;P
173673;11001;1;R
133651;11001;1;E
163096;11001;1;I
181687;11001;1;""
168770;11001;1;""
183007;11001;1;""
110400;11001;1;P
134560;11001;1;""
150040;50001;1;""
172324;11001;1;P
181585;11001;1;I
131476;11001;1;""
142799;11001;1;I
173894;11001;1;N
166928;11001;1;""
126392;25126;1;""
191458;11001;1;P
141725;11001;1;""
170574;11001;1;J
142647;11001;1;""
102033;11001;1;""
167263;11001;1;A
161737;11001;1;P
154209;11001;1;""
178461;11001;1;P
175050;25754;1;K
174776;11001;1;P
71972;11001;1;I
18134;11001;1;E
153237;11001;1;I
177289;11001;1;P
160582;11001;1;I
123052;11001;1;""
176177;11001;1;J
131187;11001;1;E
20085;11001;1;E
163283;11001;1;P
178677;11001;1;J
170338;11001;1;P
158102;11001;1;I
167155;11001;1;E
162523;11001;1;""
64152;11001;1;E
68293;11001;1;I
169708;50001;1;""
159221;11001;1;P
162266;11001;1;P
177310;11001;1;P
62087;11001;1;P
230821;11001;1;T
141003;11001;1;I
175341;11001;1;I
57627;11001;1;E
121713;25175;1;""
141114;11001;1;I
206831;11001;1;R
198652;11001;1;P
155258;11001;1;I
151829;11001;1;""
40310;11001;1;""
156905;25175;1;E
211449;11001;1;P
171337;25175;1;P
236931;11001;1;R
170721;11001;1;P
166114;50001;1;I
158251;11001;1;""
168390;25214;1;P
179424;11001;1;R
152122;11001;1;I
156709;11001;1;I
141164;11001;1;I
165921;11001;1;""
159469;11001;1;""
154192;25175;1;I
175172;25181;1;I
164205;5001;1;P
188995;11001;1;P
128560;11001;1;""
195545;11001;1;P
132359;11001;1;""
130827;11001;1;E
175594;25754;1;P
146288;11001;1;I
148687;11001;1;P
154167;25377;1;I
176954;68655;1;P
162464;11001;1;""
195225;11001;1;I
185970;11001;1;""
191851;8001;1;P
194903;13001;1;I
154420;11001;1;I
119025;25175;1;""
207764;11001;1;P
46049;11001;1;E
193198;15516;1;F
210912;11001;1;P
49981;11001;1;I
163966;11001;1;P
178582;11001;1;""
156172;11001;1;I
202200;11001;1;J
48604;25473;1;""
20086;11001;1;E
197578;11001;1;R
123298;25658;1;""
155378;11001;1;A
176553;11001;1;R
154099;25001;1;I
139086;11001;1;A
198225;11001;1;R
162604;11001;1;""
158365;11001;1;I
178042;25754;1;P
163930;11001;1;P
144924;11001;1;I
212908;11001;1;P
173047;11001;1;K
124444;8001;1;E
153037;11001;1;I
175265;11001;1;J
176486;11001;1;T
211853;11001;1;T
159599;11001;1;P
167723;11001;1;I
176681;11001;1;J
147837;25785;1;P
53938;11001;1;E
26890;11001;1;E
151579;11001;1;E
150236;11001;1;I
170207;11001;1;T
212823;11001;1;A
161693;11001;1;""
180276;11001;1;""
131258;11001;1;I
200458;11001;1;J
123139;11001;1;""
196823;11001;1;E
175591;11001;1;""
156272;11001;1;""
180059;25754;1;R
133155;11001;1;I
234815;5088;1;P
154387;11001;1;P
214371;11001;1;A
171125;47001;1;E
206777;11001;1;E
157146;25878;1;P
162757;11001;1;A
147299;25754;1;""
133771;25286;1;P
195349;73001;1;P
160127;11001;1;I
193501;11001;1;J
212207;11001;1;T
178218;11001;1;P
162799;11001;1;""
181667;11001;1;P
187298;11001;1;J
181199;11001;1;""
200807;11001;1;I
188674;11001;1;P
158426;11001;1;A
219780;25473;1;T
233402;11001;1;P
155682;11001;1;I
197481;76001;1;H
136060;11001;1;I
133652;11001;1;I
181311;25126;1;I
214175;25743;1;P
116912;11001;1;I
194408;25473;1;T
42875;11001;1;E
164112;11001;1;""
173720;5088;1;J
190396;11001;1;R
176424;25754;1;P
170679;25754;1;""
213418;11001;1;P
193830;11001;1;P
47984;11001;1;E
181432;11001;1;R
167735;11001;1;P
139798;11001;1;A
141484;11001;1;P
146414;11001;1;P
172633;11001;1;P
130776;11001;1;""
221974;11001;1;T
144810;11001;1;""
159097;11001;1;I
224646;15516;1;P
167456;11001;1;P
166605;11001;1;""
181174;11001;1;""
149994;11001;1;I
157833;11001;1;P
204217;25286;1;I
183166;11001;1;R
165783;11001;1;P
178600;25430;1;P
146602;11001;1;I
40904;11001;1;""
188931;11001;1;""
160212;11001;1;E
181973;11001;1;""
168434;11001;1;""
167960;11001;1;E
195095;11001;1;R
140783;50001;1;""
158232;11001;1;E
214312;76001;1;K
152964;11001;1;""
162324;50001;1;P
156348;11001;1;""
203844;11001;1;P
126072;11001;1;""
154840;11001;1;""
193956;76001;1;""
181324;11001;1;E
114586;11001;1;I
205173;25290;1;P
213886;25473;1;R
178836;11001;1;""
209029;11001;1;R
206935;11001;1;J
228358;11001;1;P
201912;25754;1;P
123987;11001;1;""
214488;11001;1;T
151241;47001;1;P
161583;11001;1;""
194176;25126;1;P
222304;11001;1;A
155078;11001;1;I
178824;11001;1;P
183712;11001;1;H
145515;11001;1;I
154504;25126;1;P
142472;11001;1;A
228376;11001;1;N
114511;19845;1;""
199287;11001;1;P
155760;11001;1;E
175284;11001;1;T
89587;11001;1;I
172134;11001;1;""
208178;11001;1;K
178227;25290;1;F
179545;11001;1;""
118379;11001;1;""
142503;25126;1;""
207049;25430;1;J
140862;11001;1;P
169629;11001;1;R
154196;11001;1;""
161707;11001;1;P
189549;11001;1;K
229357;11001;1;P
169319;11001;1;R
220795;25754;1;T
159771;11001;1;P
175868;11001;1;P
165023;50001;1;I
205752;11001;1;K
172941;25126;1;P
142292;11001;1;""
227440;11001;1;P
135887;11001;1;P
179367;11001;1;I
173828;11001;1;K
159699;11007;1;P
204492;11001;1;J
145938;11001;1;I
236036;11001;1;T
145860;11001;1;E
145966;11001;1;""
132313;11001;1;""
172251;11001;1;I
153734;73449;1;I
127516;11001;1;I
178729;11001;1;P
147108;11001;1;I
155071;11001;1;P
30855;11001;1;E
204213;11001;1;N
183329;11001;1;F
118200;11001;1;E
199633;11001;1;F
213725;11001;1;J
176474;11001;1;R
156196;11001;1;P
169709;11001;1;J
191536;11001;1;J
149740;11001;1;I
197639;11001;1;R
179789;11001;1;P
170694;11001;1;""
165187;11001;1;""
95884;11001;1;I
157385;11001;1;I
161290;11001;1;E
186657;11001;1;P
180261;11001;1;P
189094;11001;1;P
194271;25754;1;I
218079;11001;1;H
180360;11001;1;""
226359;11001;1;P
186059;11001;1;I
196712;25645;1;N
217364;11001;1;P
214109;11001;1;F
52561;50001;1;E
186066;41132;1;""
88034;25899;1;E
161098;11001;1;I
184578;11001;1;R
182840;11001;1;""
205354;11001;1;R
146662;11001;1;""
147582;11001;1;P
172231;25817;1;""
184460;11001;1;F
173523;11001;1;H
161144;25126;1;E
186569;11001;1;""
178905;11001;1;P
140791;11001;1;P
173046;11001;1;R
203523;11001;1;R
209434;11001;1;P
204499;11001;1;P
197594;11001;1;R
88758;11001;1;I
226688;11001;1;P
141041;11001;1;I
219292;11001;1;P
207968;25307;1;H
121540;11001;1;""
233765;11001;1;J
151935;5042;1;E
22650;73001;1;E
227471;11001;1;R
197644;25754;1;K
161563;11001;1;E
208487;11001;1;E
164919;11001;1;""
180149;11001;1;K
92005;11001;1;""
190864;11001;1;J
210993;11001;1;P
205493;11001;1;K
175379;11001;1;J
42379;11001;1;I
165473;25430;1;P
189778;11001;1;R
151738;25430;1;A
206807;25175;1;P
223703;11001;1;R
124270;11001;1;E
163051;11001;1;E
168404;25851;1;F
227433;11001;1;R
176722;11001;1;R
157505;11001;1;""
197745;11001;1;P
176802;11001;1;P
230428;11001;1;H
214817;11001;1;P
124285;11001;1;I
149318;11001;1;E
199421;11001;1;J
194692;11001;1;""
220590;11001;1;K
162459;11001;1;I
226219;11001;1;F
207423;11001;1;E
184713;25269;1;P
168696;11001;1;I
146107;11001;1;""
186744;11001;1;H
125704;11001;1;""
177038;50001;1;P
198333;11001;1;""
134138;11001;1;""
140814;25799;1;I
221356;11001;1;H
188602;11001;1;J
154398;25754;1;I
166407;25175;1;""
224381;11001;1;H
194351;25473;1;R
172624;11001;1;""
198740;11001;1;R
151026;11001;1;I
221846;25175;1;T
122658;11001;1;""
31459;25307;1;E
204171;11001;1;H
181773;11001;1;T
70395;11001;1;I
179521;11001;1;""
134439;11001;1;I
155312;25175;1;""
217571;54001;1;J
209725;11001;1;R
139918;11001;1;""
164654;11001;1;P
173799;11001;1;""
203826;11001;1;H
183241;11001;1;N
178408;11001;1;I
188947;11001;1;J
145482;11001;1;""
191944;11001;1;K
173484;25290;1;""
180130;11001;1;R
158270;11001;1;""
191377;11001;1;""
51978;11001;1;I
216093;11001;1;T
122543;11001;1;""
178109;11001;1;P
169083;11001;1;O
154402;11001;1;""
204855;11001;1;F
187744;11001;1;T
165184;11001;1;P
178442;11001;1;P
212865;11001;1;P
136484;11001;1;I
158311;11001;1;I
189907;68307;1;""
185664;11001;1;K
98278;11001;1;""
222447;25875;1;J
176146;25754;1;""
175496;11001;1;R
135774;11001;1;I
216580;11001;1;P
134838;11001;1;E
157209;76001;1;E
201805;11001;1;T
148175;11001;1;E
230675;11001;1;R
156780;11001;1;""
200515;11001;1;P
161294;11001;1;I
